# K, H-K
1.436500000000000021e+01,1.259999999999994458e-01
1.531700000000000017e+01,1.480000000000000426e+00
1.456099999999999994e+01,1.559999999999998721e+00
1.592699999999999960e+01,1.565000000000001279e+00
1.488499999999999979e+01,1.772000000000000242e+00
1.382300000000000040e+01,1.369999999999999218e+00
1.692200000000000060e+01,-2.089999999999996305e-01
1.474200000000000088e+01,1.683999999999997499e+00
1.472400000000000020e+01,2.170000000000005258e-01
1.707300000000000040e+01,8.009999999999983800e-01
1.505400000000000027e+01,1.383999999999998565e+00
1.077200000000000024e+01,2.211000000000000298e+00
1.534900000000000020e+01,1.698000000000000398e+00
1.536999999999999922e+01,1.127000000000000668e+00
1.486200000000000010e+01,3.499999999999996447e-01
1.428800000000000026e+01,1.730000000000000426e+00
1.505400000000000027e+01,2.770000000000001350e+00
1.359800000000000075e+01,3.291999999999999815e+00
1.498000000000000043e+01,1.495999999999998664e+00
1.559699999999999953e+01,1.375000000000001776e+00
1.614000000000000057e+01,9.100000000000108002e-02
1.729400000000000048e+01,1.646000000000000796e+00
1.456700000000000017e+01,1.484999999999999432e+00
1.419899999999999984e+01,1.307000000000000384e+00
1.495599999999999952e+01,1.423000000000001819e+00
1.454599999999999937e+01,9.990000000000005542e-01
1.122300000000000075e+01,4.939999999999997726e-01
1.657400000000000162e+01,5.989999999999966462e-01
1.799899999999999878e+01,7.400000000000162004e-02
1.512899999999999956e+01,1.622000000000001663e+00
1.378299999999999947e+01,-8.979999999999996874e-01
1.519200000000000017e+01,1.271999999999998465e+00
1.581600000000000072e+01,6.530000000000004690e-01
1.325300000000000011e+01,1.294999999999999929e+00
1.703399999999999892e+01,1.950000000000002842e-01
1.776000000000000156e+01,1.056999999999998607e+00
1.145199999999999996e+01,1.470000000000000639e+00
1.468299999999999983e+01,1.652000000000001023e+00
1.772899999999999920e+01,1.051000000000001933e+00
1.556600000000000072e+01,1.569000000000000838e+00
1.228800000000000026e+01,1.849000000000000199e+00
1.415199999999999925e+01,2.518000000000002458e+00
1.471400000000000041e+01,1.189999999999999503e+00
1.486700000000000088e+01,1.786999999999999034e+00
1.603699999999999903e+01,2.515000000000000568e+00
1.714199999999999946e+01,1.064000000000000057e+00
1.525699999999999967e+01,2.604999999999998650e+00
1.496199999999999974e+01,1.592999999999999972e+00
1.655999999999999872e+01,1.691000000000002501e+00
1.430300000000000082e+01,1.582999999999998408e+00
1.775000000000000000e+01,8.060000000000009379e-01
1.600300000000000011e+01,-6.000000000000227374e-03
1.334299999999999997e+01,1.714999999999999858e+00
1.561899999999999977e+01,1.545999999999999375e+00
1.607300000000000040e+01,8.629999999999995453e-01
1.606299999999999883e+01,1.393000000000000682e+00
1.479400000000000048e+01,1.425999999999998380e+00
1.626200000000000045e+01,1.051999999999999602e+00
1.463299999999999912e+01,1.238000000000001322e+00
1.572000000000000064e+01,1.285999999999999588e+00
1.594299999999999962e+01,1.694000000000000838e+00
1.583500000000000085e+01,1.490999999999999659e+00
1.469599999999999973e+01,1.596000000000001862e+00
1.633299999999999841e+01,1.378000000000000114e+00
1.651300000000000168e+01,4.099999999999681677e-02
1.735600000000000165e+01,1.351999999999996760e+00
1.762099999999999866e+01,1.232000000000002871e+00
1.485100000000000087e+01,1.746999999999998110e+00
1.684900000000000020e+01,1.942000000000000171e+00
1.463199999999999967e+01,4.165000000000000924e+00
1.722200000000000131e+01,1.108999999999998209e+00
1.583300000000000018e+01,3.273999999999999133e+00
1.731299999999999883e+01,1.399000000000000909e+00
1.700600000000000023e+01,1.900999999999999801e+00
1.425200000000000067e+01,1.680999999999999162e+00
1.438400000000000034e+01,1.349999999999999645e+00
1.676200000000000045e+01,6.899999999999906208e-02
1.507000000000000028e+01,1.355000000000000426e+00
1.591499999999999915e+01,1.570000000000000284e+00
1.583999999999999986e+01,1.375000000000000000e+00
1.356000000000000050e+01,3.612999999999997769e+00
1.789900000000000091e+01,1.085999999999998522e+00
1.427999999999999936e+01,1.455000000000000071e+00
1.501699999999999946e+01,2.657000000000000028e+00
1.444699999999999918e+01,1.576000000000000512e+00
1.501699999999999946e+01,2.380000000000013216e-01
1.764000000000000057e+01,-6.530000000000022453e-01
1.432399999999999984e+01,1.301999999999999602e+00
1.452599999999999980e+01,1.451000000000000512e+00
1.528999999999999915e+01,1.253000000000000114e+00
1.443500000000000050e+01,1.400999999999999801e+00
1.807900000000000063e+01,6.579999999999976978e-01
1.572100000000000009e+01,6.699999999999981526e-01
1.394200000000000017e+01,1.468999999999999417e+00
1.342999999999999972e+01,1.503000000000000114e+00
1.458399999999999963e+01,2.685999999999999943e+00
1.433399999999999963e+01,1.070000000000000284e+00
1.706899999999999906e+01,1.452000000000001734e+00
1.680900000000000105e+01,9.569999999999971863e-01
1.791400000000000148e+01,1.122999999999997556e+00
1.653200000000000003e+01,1.675000000000000711e+00
1.694000000000000128e+01,1.489999999999998437e+00
1.691900000000000048e+01,1.492000000000000881e+00
1.546400000000000041e+01,1.365000000000000213e+00
1.778500000000000014e+01,1.170999999999999375e+00
1.757700000000000173e+01,1.285999999999997812e+00
1.598199999999999932e+01,5.199999999999995737e-01
1.482300000000000040e+01,1.984999999999999432e+00
1.644399999999999906e+01,6.350000000000015632e-01
1.707499999999999929e+01,4.900000000000019895e-01
1.543900000000000006e+01,2.385000000000001563e+00
1.728300000000000125e+01,1.310999999999999943e+00
1.470599999999999952e+01,1.696999999999999176e+00
1.373199999999999932e+01,1.496999999999999886e+00
1.746099999999999852e+01,1.239000000000000767e+00
1.700400000000000134e+01,1.317999999999997840e+00
1.636199999999999832e+01,2.274000000000000909e+00
1.726699999999999946e+01,1.602000000000000313e+00
1.468999999999999950e+01,1.683000000000001606e+00
1.700000000000000000e+01,7.399999999999984368e-01
1.541099999999999959e+01,1.523000000000001464e+00
1.442699999999999960e+01,1.461000000000000298e+00
1.217600000000000016e+01,1.484999999999999432e+00
1.617099999999999937e+01,1.132000000000001450e+00
1.528800000000000026e+01,1.483000000000000540e+00
1.658899999999999864e+01,2.123000000000001108e+00
1.484900000000000020e+01,1.373000000000001108e+00
1.589000000000000057e+01,1.503000000000000114e+00
1.743599999999999994e+01,1.365999999999999659e+00
1.780300000000000082e+01,1.791999999999998039e+00
1.718799999999999883e+01,6.630000000000002558e-01
1.576900000000000013e+01,1.470000000000000639e+00
1.737000000000000099e+01,7.979999999999982663e-01
1.724299999999999855e+01,6.200000000000009948e-01
1.477599999999999980e+01,1.481000000000001648e+00
1.617599999999999838e+01,1.697000000000002728e+00
1.475699999999999967e+01,1.569000000000000838e+00
1.413299999999999912e+01,1.628000000000000114e+00
1.671999999999999886e+01,1.432999999999999829e+00
1.422100000000000009e+01,1.592000000000000526e+00
1.769000000000000128e+01,1.661999999999999034e+00
1.676099999999999923e+01,8.770000000000024443e-01
1.778000000000000114e+01,4.629999999999974136e-01
1.732300000000000040e+01,1.393000000000000682e+00
1.730699999999999861e+01,1.150000000000002132e+00
1.613899999999999935e+01,2.600000000000015632e-01
1.512500000000000000e+01,1.615999999999999659e+00
1.574699999999999989e+01,1.510000000000001563e+00
1.736799999999999855e+01,9.210000000000029274e-01
1.431600000000000072e+01,1.298000000000000043e+00
1.645200000000000173e+01,1.380999999999996675e+00
1.382399999999999984e+01,2.616999999999999105e+00
1.583399999999999963e+01,8.410000000000010800e-01
1.780099999999999838e+01,1.278000000000002245e+00
1.572100000000000009e+01,5.420000000000015916e-01
1.618900000000000006e+01,8.369999999999997442e-01
1.751200000000000045e+01,4.649999999999998579e-01
1.787300000000000111e+01,6.809999999999973852e-01
1.776200000000000045e+01,1.155999999999998806e+00
1.417699999999999960e+01,1.604000000000000981e+00
1.528500000000000014e+01,1.483999999999998209e+00
1.500999999999999979e+01,1.758999999999998565e+00
1.799099999999999966e+01,6.760000000000019327e-01
1.471299999999999919e+01,1.442999999999999616e+00
1.616900000000000048e+01,4.700000000000059686e-02
1.605699999999999861e+01,1.213000000000000966e+00
1.782199999999999918e+01,6.640000000000014779e-01
1.709199999999999875e+01,1.771000000000000796e+00
1.232699999999999996e+01,1.871000000000000441e+00
1.437100000000000044e+01,2.322000000000000952e+00
1.391300000000000026e+01,3.097000000000001307e+00
1.467300000000000004e+01,1.793000000000001037e+00
1.651200000000000045e+01,5.809999999999995168e-01
1.415000000000000036e+01,1.424999999999998934e+00
1.568999999999999950e+01,1.936000000000001720e+00
1.781800000000000139e+01,1.463999999999998636e+00
1.523600000000000065e+01,3.913000000000000256e+00
1.493900000000000006e+01,4.209999999999993747e-01
1.650300000000000011e+01,8.069999999999986073e-01
1.697100000000000009e+01,1.120999999999998664e+00
1.721799999999999997e+01,1.167999999999999261e+00
1.664699999999999847e+01,9.830000000000005400e-01
1.545199999999999996e+01,4.459999999999997300e-01
1.541900000000000048e+01,1.812000000000001165e+00
1.495100000000000051e+01,1.960999999999998522e+00
1.546700000000000053e+01,1.169999999999999929e+00
1.432699999999999996e+01,2.299000000000001265e+00
1.684199999999999875e+01,1.332000000000000739e+00
1.666799999999999926e+01,2.059000000000001052e+00
1.538199999999999967e+01,1.328000000000001180e+00
1.511500000000000021e+01,1.400999999999998025e+00
1.482799999999999940e+01,8.589999999999999858e-01
1.573499999999999943e+01,1.384000000000000341e+00
1.430100000000000016e+01,1.581999999999998963e+00
1.476399999999999935e+01,7.570000000000014495e-01
1.274399999999999977e+01,3.640000000000007674e-01
1.700300000000000011e+01,-2.989999999999994884e-01
1.697899999999999920e+01,1.362000000000001876e+00
1.666199999999999903e+01,7.460000000000022169e-01
1.728000000000000114e+01,1.338999999999998636e+00
1.470800000000000018e+01,1.262999999999999901e+00
1.710900000000000176e+01,1.271999999999998465e+00
1.360599999999999987e+01,1.435999999999999943e+00
1.421599999999999930e+01,1.245000000000000995e+00
1.747299999999999898e+01,1.813000000000002387e+00
1.216799999999999926e+01,7.730000000000014637e-01
1.358699999999999974e+01,1.739000000000000767e+00
1.655099999999999838e+01,5.580000000000033822e-01
1.714600000000000080e+01,1.404999999999997584e+00
1.538599999999999923e+01,1.640000000000000568e+00
1.487400000000000055e+01,1.325999999999998735e+00
1.728099999999999881e+01,1.371999999999999886e+00
1.571599999999999930e+01,1.634000000000002117e+00
1.577500000000000036e+01,1.627000000000000668e+00
1.445500000000000007e+01,1.581999999999998963e+00
1.467600000000000016e+01,1.581999999999998963e+00
1.612800000000000011e+01,2.300999999999998380e+00
1.780099999999999838e+01,1.376000000000001222e+00
1.780399999999999849e+01,8.560000000000016485e-01
1.214400000000000013e+01,4.190000000000004832e-01
1.571599999999999930e+01,1.516000000000000014e+00
1.108699999999999974e+01,1.354000000000000981e+00
1.573799999999999955e+01,8.300000000000018474e-02
1.535599999999999987e+01,2.439000000000001833e+00
1.723600000000000065e+01,7.710000000000007958e-01
1.454400000000000048e+01,2.179999999999999716e-01
1.650900000000000034e+01,1.536000000000001364e+00
1.607900000000000063e+01,2.699999999999995737e-01
1.697100000000000009e+01,1.410000000000000142e+00
1.519400000000000084e+01,1.417999999999997485e+00
1.708399999999999963e+01,1.286000000000001364e+00
1.655099999999999838e+01,1.438000000000002387e+00
1.141999999999999993e+01,1.409000000000000696e+00
1.623900000000000077e+01,1.416999999999998039e+00
1.520500000000000007e+01,1.691000000000000725e+00
1.519100000000000072e+01,1.281000000000000583e+00
1.464300000000000068e+01,1.431999999999998607e+00
1.476900000000000013e+01,1.516000000000000014e+00
1.791799999999999926e+01,1.388000000000001677e+00
1.201699999999999946e+01,4.920999999999999375e+00
1.710699999999999932e+01,1.530000000000001137e+00
1.670400000000000063e+01,1.631999999999997897e+00
1.721499999999999986e+01,-1.690000000000004832e-01
1.497000000000000064e+01,1.471999999999999531e+00
1.592300000000000004e+01,1.410000000000000142e-01
1.450300000000000011e+01,1.385999999999999233e+00
1.568599999999999994e+01,1.501000000000001222e+00
1.437100000000000044e+01,1.413000000000000256e+00
1.454599999999999937e+01,1.647000000000002018e+00
1.728399999999999892e+01,-7.109999999999985221e-01
1.767399999999999949e+01,4.250000000000007105e-01
1.551500000000000057e+01,1.455999999999999517e+00
1.568900000000000006e+01,3.279999999999994031e-01
1.677499999999999858e+01,7.080000000000019611e-01
1.367600000000000016e+01,1.470000000000000639e+00
1.491399999999999970e+01,1.456000000000001293e+00
1.574900000000000055e+01,1.633999999999998565e+00
1.512400000000000055e+01,1.595999999999998309e+00
1.501900000000000013e+01,1.540999999999998593e+00
1.553200000000000003e+01,1.661999999999999034e+00
1.773900000000000077e+01,-1.422000000000000597e+00
1.469400000000000084e+01,1.723999999999998423e+00
1.464100000000000001e+01,1.473000000000000753e+00
1.685399999999999920e+01,1.618000000000002103e+00
1.532900000000000063e+01,5.499999999999971578e-02
1.527699999999999925e+01,2.654000000000001691e+00
1.728300000000000125e+01,7.159999999999975273e-01
1.793799999999999883e+01,1.069000000000002615e+00
1.714099999999999824e+01,1.699000000000001620e+00
1.413700000000000045e+01,1.647999999999999687e+00
1.453800000000000026e+01,1.670999999999999375e+00
1.764799999999999969e+01,5.180000000000006821e-01
1.606400000000000006e+01,1.326999999999998181e+00
1.658899999999999864e+01,1.024000000000000909e+00
1.536700000000000088e+01,1.398999999999997357e+00
1.515799999999999947e+01,2.080000000000000071e+00
1.561700000000000088e+01,1.432999999999999829e+00
1.483200000000000074e+01,1.524999999999998579e+00
1.743900000000000006e+01,-4.862999999999999545e+00
1.418900000000000006e+01,2.353000000000001535e+00
1.665399999999999991e+01,1.295999999999999375e+00
1.461999999999999922e+01,1.318000000000001393e+00
1.481400000000000006e+01,1.512000000000000455e+00
1.301399999999999935e+01,1.425000000000000711e+00
1.599000000000000021e+01,3.879999999999999005e-01
1.536100000000000065e+01,1.576999999999998181e+00
1.658699999999999974e+01,1.824999999999999289e+00
1.666900000000000048e+01,9.100000000000108002e-02
1.734799999999999898e+01,2.639999999999993463e-01
1.644600000000000151e+01,1.743999999999999773e+00
1.534699999999999953e+01,1.625999999999999446e+00
1.466600000000000037e+01,4.254000000000001336e+00
1.771900000000000119e+01,1.490999999999999659e+00
1.388599999999999923e+01,1.482000000000001094e+00
1.446499999999999986e+01,1.487000000000000099e+00
1.714699999999999847e+01,5.430000000000028137e-01
1.636700000000000088e+01,8.329999999999984084e-01
1.660399999999999920e+01,3.410000000000010800e-01
1.605499999999999972e+01,2.544000000000000483e+00
1.440300000000000047e+01,1.429000000000000270e+00
1.447100000000000009e+01,1.568999999999999062e+00
1.600000000000000000e+01,2.469999999999998863e-01
1.647200000000000131e+01,4.599999999999972999e-01
1.743299999999999983e+01,7.160000000000010800e-01
1.414000000000000057e+01,1.516000000000000014e+00
1.677700000000000102e+01,7.109999999999985221e-01
1.755900000000000105e+01,1.436999999999997613e+00
1.505100000000000016e+01,1.429000000000000270e+00
1.418200000000000038e+01,1.657000000000000028e+00
1.704500000000000171e+01,1.014999999999997016e+00
1.561400000000000077e+01,1.371999999999999886e+00
1.562800000000000011e+01,1.091000000000001080e+00
1.746099999999999852e+01,-5.689999999999990621e-01
1.540600000000000058e+01,1.025999999999998025e+00
1.522600000000000087e+01,2.750999999999999446e+00
1.658500000000000085e+01,8.200000000000002842e-01
1.656800000000000139e+01,1.518999999999998352e+00
1.595199999999999996e+01,1.737000000000000099e+00
1.435800000000000054e+01,1.445999999999999730e+00
1.469500000000000028e+01,1.614999999999998437e+00
1.459800000000000075e+01,1.944000000000000838e+00
1.738700000000000045e+01,2.659999999999982379e-01
1.561899999999999977e+01,1.455000000000001847e+00
1.744200000000000017e+01,1.260000000000012221e-01
1.305300000000000082e+01,1.639999999999998792e+00
1.511999999999999922e+01,4.076999999999999957e+00
1.489700000000000024e+01,1.697000000000000952e+00
1.735399999999999920e+01,1.115000000000001990e+00
1.630799999999999983e+01,1.637000000000000455e+00
1.764000000000000057e+01,6.739999999999994884e-01
1.671999999999999886e+01,1.291000000000000369e+00
1.788599999999999923e+01,5.199999999999960210e-02
1.440099999999999980e+01,1.391999999999999460e+00
1.714000000000000057e+01,1.285000000000000142e+00
1.742899999999999849e+01,1.539000000000001478e+00
1.331300000000000061e+01,1.407999999999999474e+00
1.465199999999999925e+01,1.558000000000001606e+00
1.511999999999999922e+01,1.445999999999999730e+00
1.655699999999999861e+01,4.969999999999998863e-01
1.738100000000000023e+01,1.469999999999998863e+00
1.430199999999999960e+01,1.534000000000000696e+00
1.295199999999999996e+01,1.599000000000000199e+00
1.707799999999999940e+01,1.554999999999999716e+00
1.467900000000000027e+01,1.595999999999998309e+00
1.472199999999999953e+01,1.543999999999998707e+00
1.782600000000000051e+01,7.729999999999996874e-01
1.492900000000000027e+01,2.328000000000001180e+00
1.676999999999999957e+01,1.417000000000001592e+00
1.601699999999999946e+01,1.330000000000001847e+00
1.406300000000000061e+01,1.492999999999998550e+00
1.747400000000000020e+01,1.317000000000000171e+00
1.239000000000000057e+01,1.399999999999998579e+00
1.486400000000000077e+01,1.794999999999998153e+00
1.388299999999999912e+01,1.268000000000000682e+00
1.465499999999999936e+01,1.406000000000000583e+00
1.582300000000000040e+01,3.689999999999997726e-01
1.610999999999999943e+01,1.324999999999999289e+00
1.326200000000000045e+01,1.586999999999999744e+00
1.290600000000000058e+01,1.275999999999999801e+00
1.735999999999999943e+01,9.070000000000000284e-01
1.732199999999999918e+01,1.737000000000001876e+00
1.687800000000000011e+01,1.804999999999999716e+00
1.467999999999999972e+01,1.399000000000000909e+00
1.436400000000000077e+01,2.708999999999999631e+00
1.701500000000000057e+01,1.789999999999999147e+00
1.712800000000000011e+01,1.632999999999999119e+00
1.734799999999999898e+01,8.840000000000003411e-01
1.519699999999999918e+01,2.390000000000000568e+00
1.710600000000000165e+01,8.819999999999978968e-01
1.475600000000000023e+01,1.742000000000000881e+00
1.490199999999999925e+01,2.014000000000001123e+00
1.441699999999999982e+01,6.360000000000010090e-01
1.711400000000000077e+01,1.884999999999998010e+00
1.657400000000000162e+01,1.149999999999998579e+00
1.436700000000000088e+01,1.535999999999999588e+00
1.066799999999999926e+01,1.178000000000000824e+00
1.560500000000000043e+01,1.435999999999999943e+00
1.613299999999999912e+01,1.848000000000002530e+00
1.742599999999999838e+01,6.160000000000032117e-01
1.417800000000000082e+01,1.835999999999998522e+00
1.620100000000000051e+01,1.608999999999998209e+00
1.444899999999999984e+01,1.255000000000000782e+00
1.635000000000000142e+01,1.087999999999997414e+00
1.448700000000000010e+01,1.419000000000000483e+00
1.760399999999999920e+01,1.016999999999999460e+00
1.322600000000000087e+01,1.436999999999999389e+00
1.410599999999999987e+01,1.457000000000000739e+00
1.455899999999999928e+01,1.737000000000000099e+00
1.467300000000000004e+01,1.502999999999998337e+00
1.573499999999999943e+01,1.411999999999999034e+00
1.280700000000000038e+01,1.112000000000000099e+00
1.784600000000000009e+01,9.959999999999986642e-01
1.547199999999999953e+01,1.270000000000006679e-01
1.468099999999999916e+01,1.615000000000000213e+00
1.501099999999999923e+01,1.411000000000001364e+00
1.506000000000000050e+01,1.807000000000000384e+00
1.762900000000000134e+01,1.484999999999999432e+00
1.065700000000000003e+01,5.030000000000001137e-01
1.599099999999999966e+01,1.246999999999999886e+00
1.641700000000000159e+01,9.329999999999998295e-01
1.514000000000000057e+01,1.614999999999998437e+00
1.724299999999999855e+01,8.340000000000031832e-01
1.673199999999999932e+01,9.559999999999995168e-01
1.642000000000000171e+01,1.050999999999998380e+00
1.785399999999999920e+01,7.510000000000012221e-01
1.390300000000000047e+01,3.460000000000000853e-01
1.429899999999999949e+01,2.464999999999999858e+00
1.777100000000000080e+01,1.216999999999998749e+00
1.504700000000000060e+01,2.352999999999997982e+00
1.785000000000000142e+01,1.554999999999999716e+00
1.785900000000000176e+01,9.559999999999995168e-01
1.499000000000000021e+01,1.450000000000001066e+00
1.471299999999999919e+01,1.535999999999999588e+00
1.544699999999999918e+01,1.749000000000002331e+00
1.408799999999999919e+01,5.600000000000004974e-01
1.401200000000000045e+01,1.512999999999999901e+00
1.305799999999999983e+01,1.239000000000000767e+00
1.465099999999999980e+01,6.029999999999997584e-01
1.309800000000000075e+01,1.587999999999999190e+00
1.199499999999999922e+01,1.566000000000000725e+00
1.749099999999999966e+01,1.388999999999999346e+00
1.769099999999999895e+01,1.045999999999999375e+00
1.369400000000000084e+01,1.548000000000000043e+00
1.581300000000000061e+01,4.219999999999988205e-01
1.548099999999999987e+01,1.610999999999998877e+00
1.628600000000000136e+01,1.657000000000000028e+00
1.433799999999999919e+01,1.388000000000001677e+00
1.468200000000000038e+01,7.319999999999993179e-01
1.468299999999999983e+01,1.463999999999998636e+00
1.342500000000000071e+01,1.556999999999998607e+00
1.619999999999999929e+01,1.801999999999999602e+00
1.744999999999999929e+01,7.190000000000011937e-01
1.502899999999999991e+01,1.463000000000000966e+00
1.377800000000000047e+01,1.548999999999999488e+00
1.578599999999999959e+01,1.830000000000000071e+00
1.248099999999999987e+01,1.539999999999999147e-01
1.185200000000000031e+01,1.674999999999998934e+00
1.751399999999999935e+01,1.795999999999999375e+00
1.630199999999999960e+01,2.251000000000001222e+00
1.584500000000000064e+01,2.028000000000000469e+00
1.718799999999999883e+01,8.860000000000027853e-01
1.700600000000000023e+01,1.657000000000000028e+00
1.684499999999999886e+01,3.530000000000015348e-01
1.494299999999999962e+01,1.480999999999999872e+00
1.760500000000000043e+01,1.083999999999999631e+00
1.552999999999999936e+01,1.401999999999999247e+00
1.468900000000000006e+01,1.516999999999999460e+00
1.476600000000000001e+01,1.589000000000000412e+00
1.237299999999999933e+01,1.538000000000000256e+00
1.444299999999999962e+01,1.371000000000000441e+00
1.708099999999999952e+01,1.698000000000000398e+00
1.730099999999999838e+01,1.394000000000001904e+00
1.096199999999999974e+01,3.410000000000010800e-01
1.389199999999999946e+01,1.387999999999999901e+00
1.478899999999999970e+01,1.400000000000000355e+00
1.462800000000000011e+01,1.332000000000000739e+00
1.734100000000000108e+01,1.327999999999999403e+00
1.606500000000000128e+01,2.266999999999999460e+00
1.714300000000000068e+01,7.139999999999986358e-01
1.723900000000000077e+01,1.564000000000000057e+00
1.554800000000000004e+01,1.141000000000000014e+00
1.729299999999999926e+01,1.353999999999999204e+00
1.136299999999999955e+01,1.674000000000001265e+00
1.466900000000000048e+01,1.480000000000000426e+00
1.595199999999999996e+01,2.237000000000000099e+00
1.451900000000000013e+01,1.395999999999999019e+00
1.767899999999999849e+01,9.240000000000030411e-01
1.700600000000000023e+01,1.899000000000000909e+00
1.426999999999999957e+01,3.070000000000000284e+00
1.233000000000000007e+01,1.622999999999999332e+00
1.760999999999999943e+01,9.900000000000019895e-02
1.680999999999999872e+01,1.402000000000001023e+00
1.750499999999999901e+01,-1.038999999999997925e+00
1.580799999999999983e+01,4.520000000000017337e-01
1.398199999999999932e+01,1.084000000000001407e+00
1.666100000000000136e+01,6.449999999999995737e-01
1.577999999999999936e+01,2.006000000000002004e+00
1.703900000000000148e+01,6.099999999999994316e-01
1.471400000000000041e+01,2.032999999999999474e+00
1.776899999999999835e+01,-8.899999999999863576e-02
1.527800000000000047e+01,2.470000000000000639e+00
1.535599999999999987e+01,1.860999999999998877e+00
1.760000000000000142e+01,1.716999999999998749e+00
1.696099999999999852e+01,1.653000000000002245e+00
1.445700000000000074e+01,1.596000000000000085e+00
1.655499999999999972e+01,1.545999999999999375e+00
1.438700000000000045e+01,1.423000000000000043e+00
1.516999999999999993e+01,1.078000000000001180e+00
1.554299999999999926e+01,1.816000000000002501e+00
1.516699999999999982e+01,1.360000000000001208e+00
1.749399999999999977e+01,1.594000000000001194e+00
1.727799999999999869e+01,1.415000000000002700e+00
1.600100000000000122e+01,1.614999999999998437e+00
1.643599999999999994e+01,1.896000000000000796e+00
1.528599999999999959e+01,1.852000000000002089e+00
1.663800000000000168e+01,1.363999999999997215e+00
1.627599999999999980e+01,1.263999999999999346e+00
1.772500000000000142e+01,1.195000000000000284e+00
1.577699999999999925e+01,1.462000000000001521e+00
1.456900000000000084e+01,1.313999999999998280e+00
1.524900000000000055e+01,1.491999999999999105e+00
1.435599999999999987e+01,1.006000000000000227e+00
1.452100000000000080e+01,1.445999999999999730e+00
1.420400000000000063e+01,1.557999999999999829e+00
1.479100000000000037e+01,1.577999999999999403e+00
1.723799999999999955e+01,1.111000000000000654e+00
1.443699999999999939e+01,1.281000000000000583e+00
1.785000000000000142e+01,1.036999999999999034e+00
1.751200000000000045e+01,4.570000000000007390e-01
1.739099999999999824e+01,1.291000000000000369e+00
1.601999999999999957e+01,1.678000000000000824e+00
1.760600000000000165e+01,1.006999999999997897e+00
1.333600000000000030e+01,9.100000000000001421e-01
1.549799999999999933e+01,1.532000000000001805e+00
1.491000000000000014e+01,1.646000000000000796e+00
1.700700000000000145e+01,4.409999999999989484e-01
1.495800000000000018e+01,1.727999999999999758e+00
1.062599999999999945e+01,1.169999999999999929e+00
1.233000000000000007e+01,1.596000000000000085e+00
1.361800000000000033e+01,3.650000000000002132e-01
1.078999999999999915e+01,1.212000000000001521e+00
1.476800000000000068e+01,1.804999999999999716e+00
1.510800000000000054e+01,3.579999999999987637e-01
1.452699999999999925e+01,1.700000000000001066e+00
1.669200000000000017e+01,1.829999999999998295e+00
1.439100000000000001e+01,1.272999999999999687e+00
1.765299999999999869e+01,1.036000000000001364e+00
1.401500000000000057e+01,1.170999999999999375e+00
1.657499999999999929e+01,7.340000000000017621e-01
1.733299999999999841e+01,1.022000000000002018e+00
1.492099999999999937e+01,1.324000000000001620e+00
1.738100000000000023e+01,1.597000000000001307e+00
1.756299999999999883e+01,1.479999999999996874e-01
1.742899999999999849e+01,1.091000000000001080e+00
1.704799999999999827e+01,1.845000000000002416e+00
1.425999999999999979e+01,1.492000000000000881e+00
1.701000000000000156e+01,1.642999999999997129e+00
1.461200000000000010e+01,1.330999999999999517e+00
1.773699999999999832e+01,1.261000000000002785e+00
1.433300000000000018e+01,4.839999999999999858e-01
1.749800000000000111e+01,6.409999999999982379e-01
1.438400000000000034e+01,3.980000000000000426e+00
1.236899999999999977e+01,1.314999999999999503e+00
1.675499999999999901e+01,1.685999999999999943e+00
1.729599999999999937e+01,4.960000000000022169e-01
1.459200000000000053e+01,1.455999999999997740e+00
1.656899999999999906e+01,8.249999999999992895e-01
1.553299999999999947e+01,1.372999999999999332e+00
1.569899999999999984e+01,2.243000000000000327e+00
1.586800000000000033e+01,1.791999999999999815e+00
1.790399999999999991e+01,6.000000000000014211e-01
1.693299999999999983e+01,1.271000000000000796e+00
1.662500000000000000e+01,2.806000000000000938e+00
1.701399999999999935e+01,1.535000000000000142e+00
1.365300000000000047e+01,1.523999999999999133e+00
1.091900000000000048e+01,1.599999999999999645e+00
1.305000000000000071e+01,1.396999999999998465e+00
1.528200000000000003e+01,1.693000000000001393e+00
1.517300000000000004e+01,1.537999999999998479e+00
1.182799999999999940e+01,1.746999999999999886e+00
1.542800000000000082e+01,2.259999999999990905e-01
1.780099999999999838e+01,1.017000000000003013e+00
1.271799999999999997e+01,1.583000000000000185e+00
1.334999999999999964e+01,1.669000000000000483e+00
1.757700000000000173e+01,1.712999999999997414e+00
1.478800000000000026e+01,1.620999999999998664e+00
1.512199999999999989e+01,1.888000000000001677e+00
1.444899999999999984e+01,1.451999999999999957e+00
1.722200000000000131e+01,1.125000000000000000e+00
1.707400000000000162e+01,1.419999999999998153e+00
1.464000000000000057e+01,1.309999999999998721e+00
1.382600000000000051e+01,1.152999999999998693e+00
1.708399999999999963e+01,4.699999999999988631e-01
1.495599999999999952e+01,3.422000000000000597e+00
1.184699999999999953e+01,8.040000000000002700e-01
1.472899999999999920e+01,1.487000000000001876e+00
1.389700000000000024e+01,1.228999999999999204e+00
1.697100000000000009e+01,5.519999999999996021e-01
1.592999999999999972e+01,8.260000000000005116e-01
1.148499999999999943e+01,1.697000000000000952e+00
1.402599999999999980e+01,1.419000000000000483e+00
1.461700000000000088e+01,1.501999999999998892e+00
