# K, H-K
1.505400000000000027e+01,1.470999999999998309e+00
1.679799999999999827e+01,1.666000000000000369e+00
1.477999999999999936e+01,1.608000000000002316e+00
1.544100000000000072e+01,1.322999999999998622e+00
1.456499999999999950e+01,1.329000000000000625e+00
1.467399999999999949e+01,1.615000000000001990e+00
1.568900000000000006e+01,1.262000000000000455e+00
1.641799999999999926e+01,7.959999999999993747e-01
1.741799999999999926e+01,8.500000000000014211e-01
1.527800000000000047e+01,1.554999999999997939e+00
1.471799999999999997e+01,1.460000000000000853e+00
1.555700000000000038e+01,1.381999999999999673e+00
1.745700000000000074e+01,1.314999999999997726e+00
1.754200000000000159e+01,1.221999999999997755e+00
1.393500000000000050e+01,1.272000000000000242e+00
1.315099999999999980e+01,1.746000000000000441e+00
1.299399999999999977e+01,1.596999999999999531e+00
1.763200000000000145e+01,-6.900000000000261480e-02
1.741300000000000026e+01,1.980000000000003979e-01
1.566099999999999959e+01,1.685000000000000497e+00
1.527699999999999925e+01,1.618000000000000327e+00
1.605999999999999872e+01,7.500000000000000000e-01
1.440300000000000047e+01,1.307000000000000384e+00
1.697700000000000031e+01,1.553000000000000824e+00
1.320800000000000018e+01,1.635999999999999233e+00
1.533399999999999963e+01,1.980000000000003979e-01
1.735999999999999943e+01,1.340000000000003411e-01
1.469200000000000017e+01,2.019999999999999574e-01
1.517999999999999972e+01,1.623000000000001108e+00
1.481900000000000084e+01,4.610999999999998877e+00
1.735699999999999932e+01,2.141000000000001791e+00
1.500699999999999967e+01,1.730999999999999872e+00
1.478999999999999915e+01,1.660000000000000142e+00
1.275399999999999956e+01,9.550000000000000711e-01
1.105100000000000016e+01,1.483000000000000540e+00
1.240900000000000070e+01,1.288999999999999702e+00
1.286500000000000021e+01,4.499999999999992895e-02
1.160200000000000031e+01,4.269999999999996021e-01
1.373700000000000010e+01,1.379999999999999005e-01
1.381300000000000061e+01,1.416999999999999815e+00
1.415900000000000070e+01,1.317000000000000171e+00
1.637099999999999866e+01,1.442000000000000171e+00
1.518299999999999983e+01,1.661000000000001364e+00
1.663599999999999923e+01,1.867000000000000881e+00
1.809100000000000108e+01,1.110000000000006537e-01
1.436700000000000088e+01,1.490999999999999659e+00
1.417500000000000071e+01,1.333999999999999631e+00
1.665800000000000125e+01,1.000000000000000000e+00
1.743599999999999994e+01,1.167999999999999261e+00
1.322600000000000087e+01,1.514999999999998792e+00
1.792399999999999949e+01,1.004999999999999005e+00
1.240799999999999947e+01,1.613000000000001322e+00
1.720899999999999963e+01,-4.280000000000008242e-01
1.423700000000000010e+01,3.830000000000000071e+00
1.584500000000000064e+01,8.749999999999982236e-01
1.560100000000000087e+01,8.949999999999977973e-01
1.371100000000000030e+01,1.741999999999999105e+00
1.300099999999999945e+01,1.249000000000000554e+00
1.658699999999999974e+01,1.760000000000019327e-01
1.705199999999999960e+01,1.603000000000001535e+00
1.583200000000000074e+01,2.497999999999997556e+00
1.738700000000000045e+01,1.068999999999999062e+00
1.676999999999999957e+01,1.353000000000001535e+00
1.636799999999999855e+01,1.737000000000001876e+00
1.523099999999999987e+01,1.630000000000000782e+00
1.471000000000000085e+01,1.028999999999999915e+00
1.719600000000000151e+01,8.509999999999990905e-01
1.420899999999999963e+01,2.701000000000000512e+00
1.621399999999999864e+01,1.505000000000002558e+00
1.663899999999999935e+01,1.597000000000001307e+00
1.601399999999999935e+01,1.577000000000001734e+00
1.323300000000000054e+01,1.516000000000000014e+00
1.769300000000000139e+01,4.149999999999991473e-01
1.091499999999999915e+01,1.565000000000001279e+00
1.585800000000000054e+01,1.730999999999998096e+00
1.700900000000000034e+01,1.536000000000001364e+00
1.357600000000000051e+01,1.450999999999998735e+00
1.573199999999999932e+01,7.620000000000004547e-01
1.724599999999999866e+01,1.296000000000002927e+00
1.780999999999999872e+01,2.430000000000021032e-01
1.743299999999999983e+01,1.126000000000001222e+00
1.570100000000000051e+01,1.498999999999998778e+00
1.199300000000000033e+01,8.600000000000029843e-02
1.659900000000000020e+01,1.408999999999998920e+00
1.670499999999999829e+01,9.990000000000023306e-01
1.717899999999999849e+01,1.254000000000001336e+00
1.750100000000000122e+01,1.689000000000000057e+00
1.468399999999999928e+01,1.522000000000000242e+00
1.636599999999999966e+01,1.472999999999998977e+00
1.298499999999999943e+01,1.521000000000000796e+00
1.197700000000000031e+01,1.590999999999999304e+00
1.609900000000000020e+01,2.143000000000000682e+00
1.735099999999999909e+01,3.650000000000019895e-01
1.359800000000000075e+01,1.546999999999998820e+00
1.471299999999999919e+01,1.672000000000002373e+00
1.512500000000000000e+01,1.931000000000000938e+00
1.458200000000000074e+01,1.820000000000000284e+00
1.426999999999999957e+01,1.354000000000000981e+00
1.742399999999999949e+01,2.340000000000017621e-01
1.595800000000000018e+01,1.741000000000001435e+00
1.433399999999999963e+01,1.896000000000000796e+00
1.572600000000000087e+01,1.539999999999999147e-01
1.542699999999999960e+01,1.512000000000000455e+00
1.395100000000000051e+01,1.464999999999999858e+00
1.694399999999999906e+01,1.127000000000002444e+00
1.709299999999999997e+01,1.571000000000001506e+00
1.761400000000000077e+01,1.029999999999979821e-01
1.532499999999999929e+01,1.839999999999999858e+00
1.243699999999999939e+01,1.361000000000000654e+00
1.780099999999999838e+01,1.701000000000000512e+00
1.425999999999999979e+01,1.489000000000000767e+00
1.654299999999999926e+01,1.199000000000001620e+00
1.731700000000000017e+01,1.551999999999999602e+00
1.416600000000000037e+01,1.385999999999999233e+00
1.469500000000000028e+01,1.399999999999998579e+00
1.639600000000000080e+01,1.669000000000000483e+00
1.546400000000000041e+01,1.477999999999999758e+00
1.520500000000000007e+01,8.959999999999990195e-01
1.703000000000000114e+01,1.183999999999997499e+00
1.454599999999999937e+01,1.447000000000000952e+00
1.724899999999999878e+01,1.449000000000001620e+00
1.705499999999999972e+01,1.269000000000001904e+00
1.772299999999999898e+01,1.025999999999999801e+00
1.462599999999999945e+01,1.462000000000001521e+00
1.585500000000000043e+01,1.376999999999998892e+00
1.724200000000000088e+01,1.176999999999999602e+00
1.245700000000000074e+01,6.289999999999995595e-01
1.488400000000000034e+01,1.861000000000000654e+00
1.506300000000000061e+01,2.683999999999999275e+00
1.645200000000000173e+01,1.618999999999999773e+00
1.645100000000000051e+01,1.719000000000001194e+00
1.079100000000000037e+01,1.430999999999999162e+00
1.531199999999999939e+01,1.697000000000000952e+00
1.509900000000000020e+01,1.722000000000001307e+00
1.380700000000000038e+01,1.650000000000000355e+00
1.676500000000000057e+01,7.259999999999990905e-01
1.494299999999999962e+01,1.461000000000000298e+00
1.418099999999999916e+01,1.442000000000000171e+00
1.166499999999999915e+01,3.820000000000014495e-01
1.771399999999999864e+01,1.290000000000002700e+00
1.784299999999999997e+01,4.729999999999989768e-01
1.552899999999999991e+01,6.490000000000009095e-01
1.061100000000000065e+01,1.362000000000000099e+00
1.514799999999999969e+01,1.496999999999999886e+00
1.470800000000000018e+01,1.517999999999998906e+00
1.497199999999999953e+01,1.820999999999999730e+00
1.476999999999999957e+01,1.705000000000001847e+00
1.483399999999999963e+01,1.556000000000000938e+00
1.571100000000000030e+01,1.160999999999999588e+00
1.727700000000000102e+01,6.349999999999980105e-01
1.734900000000000020e+01,9.839999999999982094e-01
1.566099999999999959e+01,2.974999999999999645e+00
1.755699999999999861e+01,1.509999999999998010e-01
1.723600000000000065e+01,1.824999999999999289e+00
1.637699999999999889e+01,1.929999999999999716e+00
1.776599999999999824e+01,-4.919999999999973284e-01
1.473600000000000065e+01,1.600999999999999091e+00
1.461999999999999922e+01,2.163999999999999702e+00
1.079899999999999949e+01,1.582000000000000739e+00
1.615299999999999869e+01,1.671000000000002927e+00
1.657000000000000028e+01,1.411999999999999034e+00
1.444500000000000028e+01,1.485999999999998877e+00
1.534299999999999997e+01,1.344999999999998863e+00
1.412800000000000011e+01,1.659000000000000696e+00
1.457699999999999996e+01,1.019000000000000128e+00
1.529599999999999937e+01,1.788000000000000256e+00
1.769099999999999895e+01,1.490000000000001990e+00
1.447600000000000087e+01,1.425999999999998380e+00
1.742200000000000060e+01,-4.500000000000170530e-02
1.458200000000000074e+01,1.653999999999999915e+00
1.475300000000000011e+01,1.855000000000000426e+00
1.383000000000000007e+01,1.548000000000000043e+00
1.442699999999999960e+01,1.190000000000001279e+00
1.422499999999999964e+01,9.670000000000005258e-01
1.682600000000000051e+01,1.748999999999998778e+00
1.779599999999999937e+01,8.910000000000017906e-01
1.687999999999999901e+01,1.498000000000001108e+00
1.638299999999999912e+01,3.539999999999992042e-01
1.703900000000000148e+01,1.211999999999999744e+00
1.650100000000000122e+01,1.280000000000001137e-01
1.285500000000000043e+01,4.452999999999999403e+00
1.434699999999999953e+01,2.497000000000001663e+00
1.685099999999999909e+01,2.940000000000004832e-01
1.717000000000000171e+01,-5.950000000000024158e-01
1.382300000000000040e+01,3.141999999999999460e+00
1.596299999999999919e+01,1.622000000000001663e+00
1.490300000000000047e+01,1.578999999999998849e+00
1.661899999999999977e+01,1.381000000000000227e+00
1.478500000000000014e+01,1.403999999999999915e+00
1.723499999999999943e+01,4.200000000000017053e-01
1.766000000000000014e+01,3.799999999999990052e-01
1.525500000000000078e+01,1.648999999999999133e+00
1.689099999999999824e+01,2.175000000000000711e+00
1.644500000000000028e+01,8.659999999999996589e-01
1.630999999999999872e+01,1.675000000000000711e+00
1.710200000000000031e+01,8.109999999999999432e-01
1.707400000000000162e+01,3.699999999999974420e-01
1.316600000000000037e+01,1.557000000000000384e+00
1.779599999999999937e+01,1.289000000000001478e+00
1.733500000000000085e+01,1.342999999999999972e+00
1.284900000000000020e+01,3.041000000000000369e+00
1.469500000000000028e+01,1.690000000000001279e+00
1.579400000000000048e+01,1.326000000000000512e+00
1.775400000000000134e+01,1.152999999999998693e+00
1.440700000000000003e+01,1.547000000000000597e+00
1.714199999999999946e+01,1.321999999999999176e+00
1.752700000000000102e+01,7.889999999999979252e-01
1.471199999999999974e+01,1.551000000000001933e+00
1.603600000000000136e+01,1.760999999999999233e+00
1.690800000000000125e+01,1.517999999999997129e+00
1.250799999999999912e+01,1.679000000000000270e+00
1.696199999999999974e+01,1.817000000000000171e+00
1.645700000000000074e+01,1.131999999999997897e+00
1.534800000000000075e+01,1.381999999999999673e+00
1.665599999999999881e+01,1.303000000000000824e+00
1.412599999999999945e+01,1.656000000000000583e+00
1.466699999999999982e+01,1.227000000000000313e+00
1.784400000000000119e+01,3.490000000000001990e-01
1.747899999999999920e+01,1.233000000000000540e+00
1.612800000000000011e+01,1.248000000000001108e+00
1.767999999999999972e+01,1.452000000000001734e+00
1.557600000000000051e+01,1.493999999999999773e+00
1.595100000000000051e+01,2.420999999999999375e+00
1.570800000000000018e+01,1.363999999999998991e+00
1.744500000000000028e+01,9.299999999999997158e-01
1.441499999999999915e+01,1.291000000000000369e+00
1.332499999999999929e+01,1.546000000000001151e+00
1.807000000000000028e+01,7.519999999999988916e-01
1.317300000000000004e+01,1.576999999999999957e+00
1.438499999999999979e+01,1.343999999999999417e+00
1.692099999999999937e+01,-9.399999999999764100e-02
1.689600000000000080e+01,4.429999999999978400e-01
1.588499999999999979e+01,1.517000000000001236e+00
1.456400000000000006e+01,1.570000000000000284e+00
1.444999999999999929e+01,1.510000000000001563e+00
1.401099999999999923e+01,1.048000000000000043e+00
1.575600000000000023e+01,1.815000000000001279e+00
1.697299999999999898e+01,-5.399999999999849365e-02
1.590900000000000070e+01,9.640000000000004121e-01
1.485899999999999999e+01,1.345999999999998309e+00
1.456499999999999950e+01,8.800000000000007816e-01
1.470700000000000074e+01,1.614000000000000767e+00
1.215900000000000070e+01,2.364999999999998437e+00
1.658299999999999841e+01,1.430000000000006821e-01
1.207199999999999918e+01,1.302000000000001378e+00
1.608599999999999852e+01,5.720000000000027285e-01
1.695899999999999963e+01,1.948000000000000398e+00
1.152200000000000024e+01,1.754999999999999005e+00
1.556900000000000084e+01,7.439999999999979963e-01
1.237199999999999989e+01,1.426000000000000156e+00
1.464700000000000024e+01,1.259999999999999787e+00
1.534800000000000075e+01,2.789999999999999147e-01
1.721600000000000108e+01,8.499999999999978684e-01
1.656500000000000128e+01,1.349999999999997868e+00
1.775199999999999889e+01,1.050000000000000711e+00
1.202899999999999991e+01,1.814999999999999503e+00
1.556900000000000084e+01,1.927999999999999048e+00
1.569800000000000040e+01,2.248000000000001108e+00
1.504299999999999926e+01,1.981999999999999318e+00
1.635099999999999909e+01,9.879999999999995453e-01
1.643799999999999883e+01,1.385000000000001563e+00
1.666400000000000148e+01,1.483999999999998209e+00
1.699399999999999977e+01,6.999999999999992895e-01
1.700600000000000023e+01,1.536999999999999034e+00
1.801800000000000068e+01,5.899999999999998579e-01
1.696900000000000119e+01,7.959999999999993747e-01
1.477399999999999913e+01,1.710000000000011511e-01
1.453299999999999947e+01,1.500999999999999446e+00
1.567300000000000004e+01,1.317999999999999616e+00
1.399499999999999922e+01,1.606000000000001648e+00
1.519100000000000072e+01,1.820999999999999730e+00
1.447300000000000075e+01,1.221000000000000085e+00
1.601699999999999946e+01,3.870000000000004547e-01
1.506199999999999939e+01,1.371000000000000441e+00
1.518599999999999994e+01,1.277999999999998693e+00
1.720700000000000074e+01,1.535000000000000142e+00
1.637199999999999989e+01,1.492999999999998550e+00
1.547400000000000020e+01,1.458999999999999631e+00
1.492900000000000027e+01,1.630000000000000782e+00
1.519699999999999918e+01,1.440000000000001279e+00
1.737900000000000134e+01,8.449999999999988631e-01
1.454499999999999993e+01,1.555999999999999162e+00
1.433999999999999986e+01,1.476000000000000867e+00
1.669800000000000040e+01,1.943999999999999062e+00
1.703000000000000114e+01,1.288000000000000256e+00
1.525900000000000034e+01,1.516999999999999460e+00
1.649200000000000088e+01,1.355000000000000426e+00
1.741300000000000026e+01,1.394999999999999574e+00
1.662500000000000000e+01,1.504000000000001336e+00
1.577899999999999991e+01,5.489999999999994884e-01
1.444100000000000072e+01,1.186999999999999389e+00
1.740200000000000102e+01,1.751999999999998892e+00
1.785800000000000054e+01,1.568999999999999062e+00
1.777799999999999869e+01,1.317000000000000171e+00
1.769800000000000040e+01,1.193999999999999062e+00
1.762099999999999866e+01,1.196000000000001506e+00
1.782199999999999918e+01,1.380000000000002558e+00
1.782700000000000173e+01,5.129999999999981242e-01
1.551600000000000001e+01,1.692999999999999616e+00
1.489400000000000013e+01,1.240000000000005542e-01
1.496599999999999930e+01,1.447000000000000952e+00
1.452399999999999913e+01,1.424000000000001265e+00
1.506300000000000061e+01,1.741999999999999105e+00
1.553100000000000058e+01,1.622999999999999332e+00
1.667000000000000171e+01,1.166999999999998039e+00
1.760900000000000176e+01,1.053999999999998494e+00
1.606200000000000117e+01,2.586999999999999744e+00
1.497799999999999976e+01,1.541999999999999815e+00
1.451200000000000045e+01,1.433999999999999275e+00
1.539400000000000013e+01,1.490000000000000213e+00
1.595800000000000018e+01,1.589000000000000412e+00
1.533399999999999963e+01,1.902999999999998693e+00
1.660399999999999920e+01,1.002000000000002444e+00
1.592200000000000060e+01,1.431999999999998607e+00
1.614799999999999969e+01,7.100000000000008527e-01
1.705499999999999972e+01,1.676000000000001933e+00
1.612600000000000122e+01,1.664999999999999147e+00
1.657100000000000151e+01,1.463999999999998636e+00
1.751800000000000068e+01,1.419999999999998153e+00
1.740299999999999869e+01,1.461000000000002075e+00
1.553700000000000081e+01,1.598999999999998423e+00
1.390000000000000036e+01,1.513999999999999346e+00
1.569200000000000017e+01,1.068000000000001393e+00
1.438400000000000034e+01,2.678000000000000824e+00
1.382399999999999984e+01,1.541999999999999815e+00
1.394999999999999929e+01,1.414000000000001478e+00
1.527100000000000080e+01,1.835000000000000853e+00
1.551800000000000068e+01,7.959999999999993747e-01
1.465700000000000003e+01,1.579999999999998295e+00
1.547300000000000075e+01,1.548000000000000043e+00
1.385599999999999987e+01,1.410999999999999588e+00
1.419100000000000072e+01,1.335999999999998522e+00
1.515499999999999936e+01,1.575000000000001066e+00
1.521199999999999974e+01,1.618999999999999773e+00
1.733299999999999841e+01,1.525000000000002132e+00
1.499799999999999933e+01,6.470000000000002416e-01
1.694999999999999929e+01,1.637000000000000455e+00
1.726899999999999835e+01,2.506000000000000227e+00
1.434900000000000020e+01,2.134000000000000341e+00
1.492600000000000016e+01,1.311999999999999389e+00
1.418099999999999916e+01,1.355000000000000426e+00
1.577100000000000080e+01,1.490999999999999659e+00
1.455100000000000016e+01,1.345000000000000639e+00
1.750499999999999901e+01,-4.409999999999989484e-01
1.711899999999999977e+01,1.146999999999998465e+00
1.339499999999999957e+01,2.117000000000000881e+00
1.478599999999999959e+01,1.901999999999999247e+00
1.445299999999999940e+01,2.099000000000000199e+00
1.082099999999999973e+01,7.930000000000010374e-01
1.300699999999999967e+01,1.846000000000000085e+00
1.404599999999999937e+01,1.479000000000000981e+00
1.715399999999999991e+01,1.489000000000000767e+00
1.497199999999999953e+01,1.357000000000001094e+00
1.639999999999999858e+01,1.070000000000028706e-01
1.791700000000000159e+01,9.719999999999977547e-01
1.719200000000000017e+01,1.234999999999999432e+00
1.751599999999999824e+01,1.963000000000000966e+00
1.641700000000000159e+01,1.385999999999999233e+00
1.666199999999999903e+01,1.102000000000000313e+00
1.710000000000000142e+01,1.065999999999998948e+00
1.800199999999999889e+01,1.391999999999999460e+00
1.463100000000000023e+01,1.411999999999999034e+00
1.762999999999999901e+01,1.355000000000000426e+00
1.230599999999999916e+01,2.654000000000001691e+00
1.556900000000000084e+01,8.330000000000001847e-01
1.377299999999999969e+01,1.435000000000000497e+00
1.433500000000000085e+01,1.638999999999999346e+00
1.277200000000000024e+01,1.833000000000000185e+00
1.522400000000000020e+01,3.849999999999997868e-01
1.509800000000000075e+01,9.849999999999976552e-01
1.307099999999999973e+01,1.544999999999999929e+00
1.649399999999999977e+01,1.452999999999999403e+00
1.659600000000000009e+01,1.251000000000001222e+00
1.468399999999999928e+01,1.738000000000001322e+00
1.475799999999999912e+01,2.260000000000001563e+00
1.628600000000000136e+01,9.569999999999971863e-01
1.481000000000000050e+01,1.694999999999998508e+00
1.710900000000000176e+01,6.869999999999976126e-01
1.586800000000000033e+01,2.342000000000000526e+00
1.697500000000000142e+01,1.555999999999997385e+00
1.379199999999999982e+01,1.294000000000000483e+00
1.467699999999999960e+01,2.166000000000000369e+00
1.794800000000000040e+01,-8.030000000000008242e-01
1.716100000000000136e+01,5.509999999999983800e-01
1.456499999999999950e+01,1.458000000000000185e+00
1.556799999999999962e+01,4.369999999999993889e-01
1.464899999999999913e+01,1.455000000000000071e+00
1.762000000000000099e+01,1.108999999999998209e+00
1.591300000000000026e+01,1.184999999999998721e+00
1.486700000000000088e+01,1.605000000000000426e+00
1.776899999999999835e+01,1.035000000000000142e+00
1.536800000000000033e+01,1.340999999999999304e+00
1.775700000000000145e+01,9.289999999999984936e-01
1.508600000000000030e+01,1.580000000000000071e+00
1.383399999999999963e+01,1.094000000000001194e+00
1.755600000000000094e+01,1.312999999999998835e+00
1.465499999999999936e+01,2.366999999999999105e+00
1.687300000000000111e+01,1.487999999999999545e+00
1.251900000000000013e+01,1.695999999999999730e+00
1.656400000000000006e+01,1.373000000000001108e+00
1.622100000000000009e+01,1.661000000000001364e+00
1.697500000000000142e+01,6.579999999999976978e-01
1.496700000000000053e+01,1.700999999999998735e+00
1.646199999999999974e+01,2.187999999999998835e+00
1.782700000000000173e+01,1.052999999999997272e+00
1.718499999999999872e+01,1.152000000000001023e+00
1.757300000000000040e+01,1.413000000000000256e+00
1.684100000000000108e+01,1.419000000000000483e+00
1.477699999999999925e+01,1.505000000000000782e+00
1.314100000000000001e+01,1.465999999999999304e+00
1.536999999999999922e+01,1.516000000000000014e+00
1.743599999999999994e+01,1.620999999999998664e+00
1.440900000000000070e+01,2.019999999999997797e+00
1.503299999999999947e+01,1.384000000000002117e+00
1.851599999999999824e+01,5.330000000000012506e-01
1.662600000000000122e+01,1.356999999999999318e+00
1.446199999999999974e+01,1.343999999999999417e+00
1.628300000000000125e+01,8.659999999999996589e-01
1.409900000000000020e+01,1.353999999999999204e+00
1.461200000000000010e+01,1.433000000000001606e+00
1.004199999999999982e+01,1.144000000000000128e+00
1.436899999999999977e+01,1.053000000000000824e+00
1.061899999999999977e+01,7.930000000000010374e-01
1.461200000000000010e+01,1.421000000000001151e+00
1.300000000000000000e+01,1.333999999999999631e+00
1.462299999999999933e+01,1.381000000000002004e+00
1.791700000000000159e+01,1.303999999999998494e+00
1.601800000000000068e+01,-1.310000000000002274e-01
1.506799999999999962e+01,1.558000000000001606e+00
1.470700000000000074e+01,1.443999999999999062e+00
1.621900000000000119e+01,1.388999999999999346e+00
1.765800000000000125e+01,1.346000000000000085e+00
1.585800000000000054e+01,1.986999999999998323e+00
1.146599999999999930e+01,1.816000000000000725e+00
1.767899999999999849e+01,9.610000000000020748e-01
1.547400000000000020e+01,1.591999999999998749e+00
1.496199999999999974e+01,1.574999999999999289e+00
1.449799999999999933e+01,1.480999999999999872e+00
1.450099999999999945e+01,1.506999999999999673e+00
1.685200000000000031e+01,1.367999999999998550e+00
1.559099999999999930e+01,1.512000000000002231e+00
1.312299999999999933e+01,1.180000000000001492e+00
1.644099999999999895e+01,1.762000000000000455e+00
1.610000000000000142e+01,1.511999999999996902e+00
1.774399999999999977e+01,2.035000000000000142e+00
1.758699999999999974e+01,1.263000000000001677e+00
1.603000000000000114e+01,1.878000000000000114e+00
1.454700000000000060e+01,2.980000000000000426e-01
1.455000000000000071e+01,1.440000000000001279e-01
1.498900000000000077e+01,1.096000000000000085e+00
1.268999999999999950e+01,1.564000000000000057e+00
1.687500000000000000e+01,1.004999999999999005e+00
1.495100000000000051e+01,1.332999999999998408e+00
1.754400000000000048e+01,1.637999999999998124e+00
1.724200000000000088e+01,1.266999999999999460e+00
1.712800000000000011e+01,1.000000000000156319e-02
1.467399999999999949e+01,1.792999999999999261e+00
1.722299999999999898e+01,-5.090000000000003411e-01
1.691900000000000048e+01,1.621999999999999886e+00
1.656800000000000139e+01,-3.600000000000136424e-02
1.480599999999999916e+01,2.166999999999999815e+00
1.702400000000000091e+01,1.658999999999998920e+00
1.697800000000000153e+01,1.507999999999999119e+00
1.633999999999999986e+01,1.670000000000001705e+00
1.455000000000000071e+01,1.650999999999999801e+00
1.767999999999999972e+01,3.800000000000025580e-02
1.072000000000000064e+01,1.564000000000000057e+00
1.497400000000000020e+01,1.617999999999998550e+00
1.437100000000000044e+01,1.304999999999999716e+00
1.469200000000000017e+01,1.350000000000001421e+00
1.433600000000000030e+01,1.208999999999999631e+00
1.468800000000000061e+01,1.766999999999997684e+00
1.333099999999999952e+01,1.322000000000000952e+00
1.674099999999999966e+01,6.380000000000016769e-01
1.329299999999999926e+01,4.260000000000001563e-01
1.519200000000000017e+01,1.512000000000000455e+00
1.589899999999999913e+01,1.672000000000002373e+00
1.507900000000000063e+01,1.518000000000000682e+00
1.411100000000000065e+01,2.032000000000000028e+00
1.476999999999999957e+01,1.533000000000001251e+00
1.548199999999999932e+01,1.638999999999999346e+00
1.671600000000000108e+01,1.551999999999999602e+00
1.464899999999999913e+01,3.714000000000000412e+00
1.725900000000000034e+01,1.504000000000001336e+00
1.476099999999999923e+01,1.568999999999999062e+00
1.676999999999999957e+01,1.268000000000000682e+00
1.769699999999999918e+01,8.850000000000015632e-01
1.466499999999999915e+01,1.454000000000000625e+00
1.517099999999999937e+01,1.092999999999999972e+00
1.710399999999999920e+01,7.020000000000017337e-01
1.685200000000000031e+01,1.112999999999999545e+00
1.695200000000000173e+01,1.270999999999997243e+00
1.452599999999999980e+01,2.484999999999999432e+00
1.611599999999999966e+01,1.687999999999998835e+00
1.664799999999999969e+01,3.040000000000020464e-01
1.782000000000000028e+01,1.097000000000001307e+00
1.797400000000000020e+01,1.606999999999999318e+00
1.415600000000000058e+01,1.480999999999999872e+00
1.558900000000000041e+01,9.739999999999984226e-01
1.378100000000000058e+01,1.289999999999999147e+00
1.698999999999999844e+01,1.171000000000002927e+00
1.684799999999999898e+01,1.361000000000000654e+00
1.770899999999999963e+01,2.085000000000000853e+00
1.626599999999999824e+01,1.653000000000002245e+00
1.754500000000000171e+01,1.212999999999997414e+00
1.426299999999999990e+01,1.526999999999999247e+00
1.779299999999999926e+01,1.275999999999999801e+00
1.327800000000000047e+01,1.567999999999999616e+00
1.431400000000000006e+01,1.397999999999999687e+00
1.668100000000000094e+01,8.640000000000007674e-01
1.756800000000000139e+01,1.327999999999999403e+00
1.664900000000000091e+01,1.057999999999999829e+00
1.491499999999999915e+01,1.478000000000001535e+00
1.186200000000000010e+01,1.683999999999999275e+00
1.563299999999999912e+01,1.827999999999999403e+00
1.657000000000000028e+01,1.475999999999999091e+00
1.742899999999999849e+01,1.171000000000002927e+00
1.555300000000000082e+01,1.056999999999998607e+00
1.716100000000000136e+01,-2.400000000000090949e-02
1.728500000000000014e+01,1.463000000000000966e+00
1.798799999999999955e+01,8.760000000000012221e-01
1.728099999999999881e+01,1.282000000000000028e+00
1.463700000000000045e+01,1.391999999999999460e+00
1.744500000000000028e+01,1.277999999999998693e+00
1.450900000000000034e+01,1.356999999999999318e+00
1.277899999999999991e+01,1.343999999999999417e+00
1.466499999999999915e+01,1.682000000000002160e+00
1.803399999999999892e+01,6.590000000000024727e-01
1.765700000000000003e+01,8.689999999999997726e-01
1.785999999999999943e+01,6.269999999999988916e-01
1.585299999999999976e+01,1.330000000000000071e+00
1.680799999999999983e+01,3.350000000000008527e-01
1.572000000000000064e+01,1.264999999999998792e+00
1.508500000000000085e+01,1.368999999999999773e+00
1.469400000000000084e+01,2.084999999999999076e+00
1.790200000000000102e+01,1.112999999999999545e+00
1.770799999999999841e+01,1.534000000000002473e+00
1.594200000000000017e+01,1.582000000000000739e+00
1.691499999999999915e+01,1.313000000000002387e+00
1.474900000000000055e+01,1.430999999999999162e+00
1.453200000000000003e+01,1.579999999999998295e+00
1.351800000000000068e+01,1.849000000000000199e+00
1.334099999999999930e+01,1.479000000000000981e+00
1.355899999999999928e+01,1.459000000000001407e+00
1.391900000000000048e+01,1.631999999999999673e+00
1.483200000000000074e+01,1.827999999999999403e+00
1.765200000000000102e+01,1.608999999999998209e+00
1.724200000000000088e+01,8.810000000000002274e-01
1.335500000000000043e+01,1.395999999999999019e+00
1.558200000000000074e+01,1.628999999999997783e+00
1.453500000000000014e+01,1.423999999999999488e+00
1.502399999999999913e+01,2.090000000000014069e-01
1.590799999999999947e+01,1.026999999999999247e+00
1.238799999999999990e+01,8.119999999999993889e-01
1.793499999999999872e+01,8.610000000000006537e-01
1.353599999999999959e+01,1.393000000000000682e+00
1.753699999999999903e+01,6.430000000000006821e-01
1.448000000000000043e+01,1.684000000000001052e+00
1.500799999999999912e+01,1.664999999999999147e+00
1.522499999999999964e+01,9.730000000000007532e-01
1.565600000000000058e+01,8.620000000000000995e-01
1.422400000000000020e+01,3.062999999999998835e+00
1.716300000000000026e+01,1.164999999999999147e+00
1.700100000000000122e+01,1.910999999999997812e+00
1.541099999999999959e+01,1.503999999999999559e+00
1.756200000000000117e+01,1.083999999999999631e+00
1.353599999999999959e+01,1.614000000000000767e+00
1.656899999999999906e+01,7.420000000000008811e-01
1.738500000000000156e+01,1.164999999999999147e+00
1.575799999999999912e+01,2.108000000000000540e+00
1.602799999999999869e+01,1.628000000000000114e+00
1.784400000000000119e+01,5.899999999999998579e-01
1.719200000000000017e+01,1.309000000000001052e+00
1.807900000000000063e+01,5.369999999999990337e-01
1.739000000000000057e+01,1.312000000000001165e+00
1.286299999999999955e+01,1.432000000000000384e+00
1.706200000000000117e+01,1.564999999999997726e+00
1.490399999999999991e+01,1.713000000000000966e+00
1.539199999999999946e+01,1.025000000000002132e+00
1.596299999999999919e+01,1.087000000000001521e+00
1.685399999999999920e+01,1.750000000000000000e+00
1.439400000000000013e+01,1.375999999999999446e+00
